
time,qw,qx,qy,qz,roll,pitch,yaw,hfbx,hfby,hfbz,ax,ay,az,hgx,hgy,hgz
8.284719,0.069743,-0.863957,0.200487,-0.456909,-152.083710,-49.599667,-39.246098,-0.064791,-0.367070,0.100576,0.004959,-0.281372,-1.023727,0.381839,-0.146267,-0.287849
8.294745,0.079584,-0.864513,0.194016,-0.457043,-151.079575,-49.407593,-38.842236,-0.064962,-0.360384,0.104733,0.018341,-0.291199,-0.990631,0.380767,-0.151860,-0.286370
8.304772,0.089609,-0.864931,0.187411,-0.457153,-150.051804,-49.220043,-38.434013,-0.061772,-0.354448,0.113644,0.023605,-0.311737,-0.959457,0.379679,-0.157475,-0.284778
8.314799,0.099892,-0.865160,0.180621,-0.457321,-148.983948,-49.045074,-38.026814,-0.059383,-0.345839,0.119976,0.038666,-0.334946,-0.946365,0.378612,-0.163181,-0.282982
8.324826,0.110480,-0.865116,0.173707,-0.457649,-147.854370,-48.890663,-37.643467,-0.059292,-0.339553,0.124622,0.048904,-0.355255,-0.944687,0.377613,-0.169025,-0.280879
8.334853,0.121282,-0.864674,0.166749,-0.458336,-146.649307,-48.779099,-37.312111,-0.060195,-0.332160,0.127448,0.064163,-0.373871,-0.944092,0.376728,-0.175074,-0.278352
8.344880,0.132176,-0.863665,0.159731,-0.459723,-145.351486,-48.752529,-37.059292,-0.062492,-0.327508,0.130346,0.072098,-0.388351,-0.941208,0.376087,-0.181297,-0.275219
8.354908,0.143191,-0.862046,0.152666,-0.461858,-143.947327,-48.813114,-36.898346,-0.060611,-0.322728,0.139218,0.075394,-0.419388,-0.939377,0.375934,-0.187587,-0.271184
8.364935,0.154267,-0.860069,0.145661,-0.464234,-142.489334,-48.903664,-36.792175,-0.061168,-0.322099,0.148221,0.067123,-0.439209,-0.926743,0.376283,-0.193948,-0.266183
8.374963,0.165405,-0.857997,0.138720,-0.466356,-141.028503,-48.970665,-36.689346,-0.060412,-0.322428,0.160418,0.051071,-0.457306,-0.899918,0.376803,-0.200301,-0.260689
8.384989,0.176650,-0.856078,0.131855,-0.467746,-139.611023,-48.961685,-36.539719,-0.059532,-0.320712,0.171690,0.040939,-0.478989,-0.880539,0.377187,-0.206610,-0.255153
8.395016,0.188003,-0.854422,0.124974,-0.468238,-138.263458,-48.864395,-36.307129,-0.059310,-0.317071,0.180542,0.036880,-0.492416,-0.852676,0.377135,-0.212901,-0.250008
8.405044,0.199415,-0.852815,0.118077,-0.468236,-136.949768,-48.724365,-36.030991,-0.051926,-0.303824,0.191638,0.050613,-0.522736,-0.815033,0.376577,-0.219152,-0.245408
8.415072,0.210903,-0.851072,0.111165,-0.468066,-135.630859,-48.575314,-35.749054,-0.048961,-0.292211,0.196906,0.067429,-0.550018,-0.799469,0.375772,-0.225352,-0.240989
8.425098,0.222469,-0.849185,0.104239,-0.467733,-134.305557,-48.417751,-35.461842,-0.051713,-0.287203,0.199240,0.072815,-0.562485,-0.791916,0.374913,-0.231526,-0.236434
8.435125,0.234109,-0.847030,0.097220,-0.467471,-132.951523,-48.279816,-35.185883,-0.050809,-0.281720,0.206939,0.069885,-0.581970,-0.775116,0.374002,-0.237674,-0.231733
8.445152,0.245766,-0.844465,0.090217,-0.467532,-131.542084,-48.183533,-34.963299,-0.045495,-0.272061,0.217657,0.069870,-0.607178,-0.744339,0.373202,-0.243745,-0.226663
8.455179,0.257440,-0.841359,0.083230,-0.468145,-130.048569,-48.150806,-34.824089,-0.042918,-0.265426,0.227538,0.063965,-0.621918,-0.713409,0.372642,-0.249720,-0.221013
8.465206,0.268986,-0.837778,0.076134,-0.469284,-128.499496,-48.189396,-34.742886,-0.043485,-0.260740,0.235078,0.059296,-0.636932,-0.695496,0.372452,-0.255563,-0.214565
8.475233,0.280340,-0.833743,0.068918,-0.470936,-126.902344,-48.299969,-34.717361,-0.040765,-0.251745,0.243627,0.061584,-0.658234,-0.669861,0.372676,-0.261079,-0.207419
8.485261,0.291593,-0.829207,0.061593,-0.473122,-125.236153,-48.478912,-34.762516,-0.043465,-0.241411,0.240617,0.088043,-0.667572,-0.653870,0.373319,-0.266187,-0.199629
8.495288,0.302966,-0.824280,0.054209,-0.475481,-123.503532,-48.678150,-34.857441,-0.050093,-0.235613,0.235874,0.110443,-0.671921,-0.647720,0.374356,-0.270932,-0.191129
8.505315,0.314600,-0.819167,0.046656,-0.477561,-121.742111,-48.855099,-34.939098,-0.049292,-0.225747,0.239856,0.123184,-0.687668,-0.621902,0.375506,-0.275504,-0.182129
8.515343,0.326532,-0.813903,0.038936,-0.479240,-119.961006,-48.997593,-34.993137,-0.049108,-0.216440,0.243471,0.134644,-0.703033,-0.597824,0.376524,-0.279991,-0.172962
8.525369,0.338677,-0.808489,0.031231,-0.480538,-118.163559,-49.100941,-35.038113,-0.050203,-0.205363,0.241082,0.159058,-0.715378,-0.576263,0.377341,-0.284425,-0.163706
8.535397,0.351019,-0.802841,0.023526,-0.481589,-116.335648,-49.179523,-35.088390,-0.051712,-0.198833,0.245393,0.162460,-0.727676,-0.555374,0.377932,-0.288825,-0.154381
8.545424,0.363390,-0.796993,0.015821,-0.482440,-114.497177,-49.244656,-35.139069,-0.047951,-0.193153,0.265621,0.133133,-0.756821,-0.526306,0.378381,-0.293142,-0.144858
8.555451,0.375824,-0.790874,0.008208,-0.483172,-112.628166,-49.295864,-35.214439,-0.044272,-0.184766,0.282208,0.112701,-0.787827,-0.498123,0.378752,-0.297252,-0.135199
8.565478,0.388239,-0.784534,0.000610,-0.483762,-110.747467,-49.339317,-35.296280,-0.042696,-0.174499,0.290299,0.110413,-0.809830,-0.470551,0.379044,-0.301196,-0.125301
8.575505,0.400527,-0.777985,-0.006866,-0.484272,-108.860077,-49.377255,-35.398441,-0.040120,-0.162466,0.297767,0.108612,-0.820053,-0.432800,0.379291,-0.304882,-0.115245
8.585532,0.412640,-0.771301,-0.014052,-0.484638,-106.979851,-49.393742,-35.524540,-0.036159,-0.147786,0.303035,0.111755,-0.820313,-0.386719,0.379506,-0.308279,-0.105059
8.595559,0.424556,-0.764618,-0.021024,-0.484683,-105.141212,-49.380302,-35.633785,-0.028381,-0.128681,0.308955,0.115738,-0.826263,-0.333511,0.379600,-0.311460,-0.094854
8.605586,0.436263,-0.757960,-0.027860,-0.484399,-103.351822,-49.342628,-35.712627,-0.025075,-0.114520,0.312283,0.120193,-0.837860,-0.297607,0.379524,-0.314433,-0.084834
8.615613,0.447721,-0.751186,-0.034573,-0.484064,-101.578384,-49.305973,-35.800186,-0.029609,-0.109219,0.312009,0.124954,-0.844345,-0.283707,0.379310,-0.317175,-0.075032
8.625642,0.458906,-0.744291,-0.041118,-0.483729,-99.816978,-49.271446,-35.907051,-0.030687,-0.100789,0.315475,0.124054,-0.859299,-0.262466,0.379101,-0.319587,-0.065228
8.635669,0.469881,-0.737358,-0.047450,-0.483231,-98.082817,-49.219727,-36.013363,-0.029810,-0.089817,0.317550,0.127563,-0.875565,-0.235672,0.378905,-0.321669,-0.055412
8.645695,0.480604,-0.730442,-0.053614,-0.482542,-96.390503,-49.154213,-36.104877,-0.029148,-0.079355,0.320330,0.126968,-0.884628,-0.207596,0.378610,-0.323541,-0.045700
8.655722,0.490985,-0.723661,-0.059641,-0.481601,-94.768272,-49.077629,-36.159313,-0.026626,-0.067710,0.330275,0.108673,-0.896591,-0.175049,0.378236,-0.325183,-0.036173
8.665749,0.501061,-0.716957,-0.065455,-0.480494,-93.197357,-48.988697,-36.199055,-0.020527,-0.051055,0.330392,0.114120,-0.901886,-0.132278,0.377799,-0.326583,-0.026994
8.675777,0.510837,-0.710253,-0.070932,-0.479376,-91.653305,-48.888088,-36.260521,-0.018783,-0.039428,0.323154,0.134384,-0.906067,-0.102737,0.377290,-0.327788,-0.018064
8.685804,0.520315,-0.703680,-0.076105,-0.478081,-90.166443,-48.766518,-36.308788,-0.019163,-0.031031,0.322879,0.137192,-0.918427,-0.080124,0.376713,-0.328821,-0.009244
8.695831,0.529564,-0.697323,-0.080973,-0.476437,-88.755486,-48.609570,-36.315678,-0.021252,-0.024923,0.319553,0.148209,-0.941620,-0.063583,0.376015,-0.329751,-0.000711
8.705858,0.538603,-0.691182,-0.085581,-0.474444,-87.420219,-48.421074,-36.276066,-0.022989,-0.018960,0.316697,0.155975,-0.956024,-0.045914,0.375111,-0.330699,0.007431
8.715885,0.547378,-0.685172,-0.089930,-0.472309,-86.137833,-48.217281,-36.221474,-0.024052,-0.012654,0.315950,0.155594,-0.957535,-0.026505,0.374021,-0.331669,0.015190
8.725912,0.555926,-0.679165,-0.094066,-0.470191,-84.876526,-48.009945,-36.178181,-0.025123,-0.006757,0.313670,0.156891,-0.948868,-0.007874,0.372839,-0.332573,0.022698
8.735939,0.564181,-0.673123,-0.098140,-0.468208,-83.628777,-47.821846,-36.150742,-0.023304,0.002144,0.311127,0.156921,-0.931580,0.018173,0.371631,-0.333336,0.030133
8.745966,0.572069,-0.667081,-0.102229,-0.466407,-82.400620,-47.665516,-36.136612,-0.019127,0.014240,0.315591,0.139481,-0.914734,0.049728,0.370530,-0.333814,0.037519
8.755993,0.579666,-0.660914,-0.106226,-0.464910,-81.158905,-47.534416,-36.171520,-0.017836,0.022681,0.316233,0.133881,-0.911423,0.072922,0.369613,-0.333936,0.044798
8.766021,0.587086,-0.654786,-0.110392,-0.463297,-79.949333,-47.420605,-36.170204,-0.020085,0.027124,0.315610,0.132065,-0.907654,0.086411,0.368842,-0.333724,0.052154
8.776048,0.594375,-0.648678,-0.114481,-0.461600,-78.761642,-47.302895,-36.158669,-0.014630,0.039309,0.311681,0.138245,-0.915710,0.121979,0.368170,-0.333271,0.059314
8.786075,0.601483,-0.642558,-0.117916,-0.460084,-77.572441,-47.147850,-36.216423,-0.021648,0.036512,0.302954,0.158951,-0.919891,0.122223,0.367474,-0.332714,0.066356
8.796103,0.608371,-0.636919,-0.121348,-0.457972,-76.512360,-46.972931,-36.154785,-0.031570,0.030110,0.293714,0.181870,-0.927567,0.114639,0.366556,-0.332237,0.073459
8.806129,0.615207,-0.631503,-0.124735,-0.455424,-75.522247,-46.775757,-36.018337,-0.020420,0.048857,0.296540,0.174179,-0.968185,0.171509,0.365516,-0.331909,0.079854
8.816156,0.621927,-0.626047,-0.127696,-0.453003,-74.528259,-46.555183,-35.927395,-0.018850,0.057799,0.303174,0.153702,-0.986267,0.197586,0.364339,-0.331698,0.085891
8.826183,0.628261,-0.620723,-0.130260,-0.450853,-73.561287,-46.334595,-35.884132,-0.029044,0.054772,0.311955,0.126022,-0.969528,0.181961,0.363019,-0.331508,0.092004
8.836211,0.634306,-0.615630,-0.133053,-0.448551,-72.659103,-46.143276,-35.782784,-0.025060,0.065688,0.314586,0.109497,-0.959656,0.209106,0.361692,-0.331248,0.097980
8.846238,0.640139,-0.610538,-0.135572,-0.446463,-71.758347,-45.950146,-35.724167,-0.010682,0.084118,0.305953,0.117401,-0.954163,0.266434,0.360537,-0.330817,0.103542
8.856265,0.645611,-0.605619,-0.137661,-0.444643,-70.887917,-45.751358,-35.712601,-0.017819,0.079649,0.299811,0.127777,-0.920898,0.252243,0.359368,-0.330302,0.109108
8.866292,0.650756,-0.601029,-0.140057,-0.442616,-70.099380,-45.588825,-35.625660,-0.018302,0.082914,0.296007,0.129227,-0.902390,0.260757,0.358159,-0.329784,0.114520
8.876319,0.655778,-0.596377,-0.142178,-0.440817,-69.296654,-45.419144,-35.588406,-0.006633,0.097804,0.289461,0.133408,-0.906296,0.309280,0.357168,-0.329132,0.119393
8.886346,0.660539,-0.591845,-0.144162,-0.439169,-68.517929,-45.258457,-35.568466,-0.011032,0.093484,0.278460,0.156494,-0.889099,0.304688,0.356130,-0.328416,0.124364
8.896374,0.665031,-0.587411,-0.145842,-0.437785,-67.752777,-45.096600,-35.592930,-0.017159,0.091092,0.278198,0.154175,-0.878326,0.297104,0.355145,-0.327625,0.129181
8.906401,0.669318,-0.583137,-0.147718,-0.436335,-67.027542,-44.961128,-35.582603,-0.021868,0.090029,0.277519,0.155045,-0.884857,0.299271,0.354149,-0.326799,0.133922
8.916429,0.673536,-0.578871,-0.149444,-0.434935,-66.306213,-44.817730,-35.585693,-0.021039,0.096352,0.280612,0.144791,-0.903564,0.321106,0.353313,-0.325850,0.138374
8.926455,0.677609,-0.574811,-0.150909,-0.433485,-65.627892,-44.656704,-35.581406,-0.023894,0.096076,0.277521,0.150467,-0.906509,0.326782,0.352427,-0.324892,0.142819
8.936482,0.681576,-0.571011,-0.152145,-0.431852,-65.006493,-44.473610,-35.546356,-0.026922,0.094965,0.273608,0.160690,-0.923080,0.336197,0.351429,-0.324080,0.147063
8.946509,0.685562,-0.567276,-0.153168,-0.430099,-64.404350,-44.265320,-35.501030,-0.031975,0.091911,0.270999,0.171219,-0.950424,0.342545,0.350290,-0.323484,0.151042
8.956536,0.689430,-0.563620,-0.153902,-0.428456,-63.815811,-44.041779,-35.479202,-0.032226,0.097236,0.275235,0.156036,-0.966354,0.359665,0.348991,-0.323025,0.154981
8.966564,0.693052,-0.560270,-0.155013,-0.426604,-63.295021,-43.859428,-35.385521,-0.031856,0.105489,0.283893,0.123489,-0.964233,0.372147,0.347591,-0.322637,0.158889
8.976591,0.696613,-0.556888,-0.156083,-0.424838,-62.768864,-43.680214,-35.306217,-0.027646,0.111942,0.281200,0.119507,-0.948288,0.389252,0.346446,-0.322167,0.162311
8.986618,0.700141,-0.553491,-0.157209,-0.423060,-62.244312,-43.508076,-35.221588,-0.028180,0.107845,0.267963,0.146469,-0.912598,0.382690,0.345316,-0.321626,0.165757
8.996645,0.703595,-0.550214,-0.158477,-0.421126,-61.750294,-43.347851,-35.098965,-0.026164,0.109959,0.261884,0.152176,-0.888199,0.388138,0.344228,-0.321012,0.169177
9.006672,0.707125,-0.546831,-0.159638,-0.419176,-61.241177,-43.173103,-34.985516,-0.030504,0.105209,0.256260,0.164490,-0.878861,0.380402,0.343213,-0.320389,0.172393
9.016699,0.710685,-0.543390,-0.160750,-0.417201,-60.726181,-42.991554,-34.873600,-0.027251,0.107039,0.247815,0.177597,-0.869507,0.395096,0.342102,-0.319762,0.175734
9.026726,0.714144,-0.540087,-0.161866,-0.415147,-60.240891,-42.814106,-34.740841,-0.016399,0.118767,0.242793,0.176559,-0.869492,0.437256,0.340945,-0.319114,0.179131
9.036754,0.717553,-0.536799,-0.162932,-0.413112,-59.760441,-42.636196,-34.611103,-0.020966,0.118731,0.246454,0.166824,-0.877090,0.436737,0.339811,-0.318502,0.182349
9.046781,0.720872,-0.533525,-0.164032,-0.411134,-59.283085,-42.469109,-34.485054,-0.023128,0.121061,0.249616,0.154388,-0.875610,0.438965,0.338670,-0.317872,0.185544
9.056808,0.724034,-0.530281,-0.165220,-0.409296,-58.808510,-42.324821,-34.370651,-0.022114,0.126242,0.251766,0.142578,-0.879150,0.453354,0.337596,-0.317164,0.188688
9.066834,0.727215,-0.526868,-0.166305,-0.407621,-58.302044,-42.175484,-34.292393,-0.025539,0.127315,0.254866,0.133057,-0.885162,0.455505,0.336666,-0.316318,0.191748
9.076862,0.730442,-0.523456,-0.167436,-0.405779,-57.804737,-42.022217,-34.188061,-0.027493,0.127902,0.254181,0.131042,-0.881790,0.457886,0.335702,-0.315357,0.194996
9.086889,0.733545,-0.520290,-0.168761,-0.403699,-57.360024,-41.887379,-34.026672,-0.027575,0.129644,0.252222,0.132523,-0.888992,0.471436,0.334709,-0.314412,0.198202
9.096916,0.736625,-0.517110,-0.170229,-0.401554,-56.917484,-41.765587,-33.849842,-0.033956,0.121262,0.245471,0.155075,-0.895737,0.463943,0.333834,-0.313528,0.201062
9.106943,0.739661,-0.513773,-0.171781,-0.399593,-56.444492,-41.660809,-33.702198,-0.035031,0.114290,0.232458,0.191315,-0.902863,0.472733,0.333042,-0.312560,0.203862
9.116971,0.742724,-0.510255,-0.173279,-0.397767,-55.939095,-41.553787,-33.585274,-0.026050,0.122922,0.226979,0.191193,-0.886856,0.502228,0.332360,-0.311375,0.206773
9.126998,0.745841,-0.506632,-0.174726,-0.395930,-55.419323,-41.438629,-33.474625,-0.024274,0.129529,0.229736,0.174362,-0.875275,0.511917,0.331661,-0.310054,0.209857
9.137025,0.749069,-0.502807,-0.175949,-0.394165,-54.867100,-41.297871,-33.394512,-0.023966,0.137160,0.235967,0.146317,-0.852524,0.510407,0.330909,-0.308687,0.213039
9.147052,0.752446,-0.498691,-0.177033,-0.392474,-54.268066,-41.137009,-33.345894,-0.023569,0.140538,0.235426,0.138824,-0.835266,0.512512,0.329987,-0.307284,0.216470
9.157079,0.755908,-0.494316,-0.178082,-0.390878,-53.627518,-40.969879,-33.324539,-0.026926,0.139322,0.233666,0.140961,-0.832962,0.512894,0.328931,-0.305757,0.220210
9.167106,0.759411,-0.489851,-0.179076,-0.389250,-52.977779,-40.793453,-33.304264,-0.025373,0.143737,0.232047,0.136658,-0.830048,0.529099,0.327831,-0.304049,0.224183
9.177134,0.762941,-0.485337,-0.180161,-0.387498,-52.328774,-40.619919,-33.263954,-0.027368,0.141908,0.227139,0.144882,-0.820892,0.530319,0.326667,-0.302293,0.228221
9.187160,0.766513,-0.480705,-0.181455,-0.385614,-51.669373,-40.459324,-33.201576,-0.027645,0.141741,0.222139,0.152023,-0.814941,0.538910,0.325519,-0.300472,0.232233
9.197188,0.770197,-0.475750,-0.182753,-0.383801,-50.960308,-40.293167,-33.164196,-0.029656,0.139512,0.217006,0.162643,-0.813416,0.545166,0.324454,-0.298495,0.236241
9.207215,0.773890,-0.470700,-0.184249,-0.381879,-50.243988,-40.141495,-33.107201,-0.031323,0.139672,0.214174,0.164200,-0.804123,0.548416,0.323349,-0.296280,0.240507
9.217242,0.777748,-0.465434,-0.185728,-0.379772,-49.505848,-39.972351,-33.035446,-0.026181,0.148030,0.212255,0.151917,-0.777710,0.561127,0.322339,-0.293909,0.244738
9.227269,0.781756,-0.459984,-0.187054,-0.377527,-48.750118,-39.775021,-32.958527,-0.018755,0.160813,0.212325,0.130081,-0.751404,0.580597,0.321209,-0.291456,0.249120
9.237296,0.785917,-0.454274,-0.188091,-0.375281,-47.961395,-39.539402,-32.903568,-0.017316,0.169176,0.214560,0.112305,-0.750382,0.600723,0.319887,-0.288977,0.253669
9.247324,0.790015,-0.448527,-0.189070,-0.373089,-47.170593,-39.302666,-32.856968,-0.018574,0.168105,0.209142,0.122864,-0.764130,0.625107,0.318304,-0.286435,0.258501
9.257351,0.794043,-0.442653,-0.190153,-0.370998,-46.360870,-39.081539,-32.824043,-0.027296,0.161808,0.207226,0.135956,-0.792816,0.636963,0.316708,-0.283804,0.263320
9.267378,0.798161,-0.436533,-0.191159,-0.368891,-45.520988,-38.845161,-32.800854,-0.033560,0.158009,0.204999,0.146194,-0.816620,0.653366,0.315213,-0.280939,0.268144
9.277405,0.802246,-0.430427,-0.192394,-0.366555,-44.695976,-38.626839,-32.735054,-0.031941,0.158633,0.198074,0.153931,-0.801926,0.667069,0.313609,-0.277906,0.273141
9.287432,0.806393,-0.424261,-0.193675,-0.363960,-43.877094,-38.402702,-32.632881,-0.029763,0.165033,0.196568,0.138748,-0.767258,0.665176,0.312123,-0.274785,0.277961
9.297459,0.810715,-0.417778,-0.194805,-0.361245,-43.023067,-38.148636,-32.531822,-0.024397,0.169317,0.189467,0.137222,-0.730728,0.670685,0.310592,-0.271631,0.282737
9.307487,0.815042,-0.411107,-0.196101,-0.358450,-42.148563,-37.907131,-32.420662,-0.017661,0.175435,0.182544,0.134018,-0.704727,0.690247,0.308852,-0.268326,0.287757
9.317513,0.819312,-0.404377,-0.197550,-0.355565,-41.272724,-37.681679,-32.292908,-0.016125,0.178528,0.178372,0.133148,-0.698807,0.711456,0.307192,-0.264777,0.292780
9.327540,0.823718,-0.397310,-0.198815,-0.352634,-40.357712,-37.426662,-32.177086,-0.021124,0.172944,0.173353,0.147369,-0.699310,0.715622,0.305637,-0.261069,0.297698
9.337568,0.828281,-0.389895,-0.199792,-0.349659,-39.403969,-37.130173,-32.075951,-0.022812,0.174466,0.171029,0.146057,-0.699402,0.732941,0.303873,-0.257162,0.302862
9.347595,0.832892,-0.382169,-0.200613,-0.346755,-38.411736,-36.813698,-31.998552,-0.022685,0.183627,0.172942,0.123199,-0.693924,0.752960,0.301814,-0.253083,0.308310
9.357622,0.837446,-0.374223,-0.201561,-0.343889,-37.392056,-36.510838,-31.928526,-0.024909,0.187061,0.171980,0.113434,-0.687241,0.763931,0.299608,-0.248742,0.313947
9.367649,0.841719,-0.366319,-0.203148,-0.341021,-36.375706,-36.287109,-31.837194,-0.026709,0.186616,0.167391,0.117218,-0.682663,0.779770,0.297487,-0.244077,0.319576
9.377676,0.845892,-0.358190,-0.204965,-0.338232,-35.326714,-36.090275,-31.758686,-0.020089,0.186979,0.155929,0.128433,-0.645493,0.790573,0.295916,-0.239060,0.324786
9.387704,0.850117,-0.349781,-0.206964,-0.335210,-34.251015,-35.901032,-31.654539,-0.021386,0.183983,0.149390,0.135330,-0.612457,0.773651,0.294530,-0.233664,0.329934
9.397731,0.854487,-0.341065,-0.208823,-0.331911,-33.151791,-35.681545,-31.526691,-0.018550,0.192845,0.147444,0.117615,-0.586044,0.781296,0.293193,-0.227979,0.335064
9.407758,0.859029,-0.332077,-0.210271,-0.328369,-32.037838,-35.404518,-31.382780,-0.017322,0.195884,0.142700,0.114029,-0.564987,0.789398,0.291640,-0.222125,0.340313
9.417785,0.863718,-0.322969,-0.211752,-0.324174,-30.939510,-35.112610,-31.151434,-0.028472,0.190090,0.142726,0.124710,-0.593720,0.815628,0.289673,-0.216217,0.345757
9.427812,0.868518,-0.313949,-0.212804,-0.319488,-29.886316,-34.767937,-30.854471,-0.038624,0.185269,0.142615,0.135056,-0.626556,0.850525,0.287593,-0.210309,0.351097
9.437839,0.873120,-0.305326,-0.214511,-0.314115,-28.906668,-34.499802,-30.436106,-0.051908,0.175510,0.142326,0.148346,-0.639008,0.842102,0.285127,-0.204682,0.356396
9.447866,0.877429,-0.296998,-0.216756,-0.308502,-27.969643,-34.306816,-29.965389,-0.049764,0.172490,0.134220,0.164948,-0.634903,0.877090,0.283202,-0.199205,0.361007
9.457893,0.881515,-0.288544,-0.219349,-0.302993,-27.008520,-34.164619,-29.509314,-0.031766,0.177701,0.118824,0.163971,-0.552429,0.869995,0.281812,-0.193725,0.365055
9.467921,0.885490,-0.279697,-0.221762,-0.297900,-25.985205,-34.012825,-29.127943,0.007860,0.191818,0.091724,0.150558,-0.414948,0.854858,0.280786,-0.187895,0.368874
9.477948,0.889355,-0.270340,-0.223895,-0.293395,-24.879982,-33.840122,-28.849445,0.042585,0.213655,0.072124,0.113312,-0.305267,0.837402,0.279689,-0.181606,0.372837
9.487975,0.893003,-0.260530,-0.225925,-0.289611,-23.692415,-33.669888,-28.686266,0.051176,0.237903,0.072464,0.061829,-0.267593,0.834854,0.278439,-0.174739,0.377033
9.498002,0.896344,-0.250601,-0.228049,-0.286366,-22.470408,-33.528271,-28.598808,0.032613,0.236472,0.079992,0.059677,-0.300430,0.863800,0.277204,-0.167223,0.381328
9.508029,0.899432,-0.240864,-0.230564,-0.283006,-21.273491,-33.441547,-28.485861,0.012748,0.228753,0.085420,0.073135,-0.343582,0.909195,0.276174,-0.159319,0.385438
9.518056,0.902403,-0.231891,-0.232852,-0.279145,-20.203747,-33.347454,-28.279902,-0.011761,0.215624,0.092230,0.094666,-0.384110,0.910080,0.275543,-0.151389,0.389070
9.528083,0.905253,-0.223929,-0.235007,-0.274571,-19.298704,-33.260750,-27.942820,0.003584,0.213277,0.075926,0.120346,-0.359436,1.003983,0.274857,-0.144259,0.392253
9.538111,0.907982,-0.216914,-0.236719,-0.269677,-18.540339,-33.152290,-27.531557,0.017362,0.216930,0.063858,0.117905,-0.305847,1.006927,0.274225,-0.138187,0.394873
9.548138,0.910504,-0.210735,-0.238017,-0.264887,-17.896565,-33.029648,-27.106714,0.016973,0.228833,0.065013,0.086258,-0.288818,0.994064,0.273433,-0.133116,0.397157
9.558165,0.912709,-0.205183,-0.239118,-0.260632,-17.318092,-32.918392,-26.732536,0.021045,0.244000,0.064377,0.048767,-0.264191,0.985382,0.272536,-0.128827,0.399183
9.568193,0.914553,-0.200055,-0.240262,-0.257077,-16.767157,-32.841919,-26.437170,0.025662,0.247404,0.059706,0.040375,-0.236816,0.963944,0.271722,-0.124950,0.400967
9.578219,0.916088,-0.195098,-0.241424,-0.254317,-16.207502,-32.790188,-26.242842,0.030332,0.243893,0.053004,0.049515,-0.212631,0.950073,0.271162,-0.121196,0.402496
9.588245,0.917317,-0.190263,-0.242662,-0.252366,-15.631120,-32.767189,-26.152725,0.028521,0.239060,0.050324,0.059448,-0.203766,0.934280,0.270782,-0.117329,0.403895
9.598273,0.918417,-0.185438,-0.243726,-0.250928,-15.040521,-32.734528,-26.131821,0.016607,0.222102,0.051013,0.094742,-0.220612,0.929672,0.270613,-0.113292,0.405159
9.608301,0.919536,-0.180694,-0.244460,-0.249572,-14.465004,-32.668079,-26.119585,0.000309,0.198682,0.053150,0.144547,-0.251755,0.940262,0.270374,-0.109152,0.406454
9.618328,0.920719,-0.176148,-0.244889,-0.248033,-13.929695,-32.570011,-26.075823,-0.009717,0.180806,0.053044,0.184998,-0.270859,0.957138,0.269886,-0.105144,0.407833
9.628355,0.922004,-0.171873,-0.244901,-0.246244,-13.449068,-32.428394,-25.988565,-0.011937,0.180916,0.052696,0.185532,-0.270233,0.969788,0.269165,-0.101443,0.409244
9.638382,0.923383,-0.167922,-0.244567,-0.244125,-13.031246,-32.252136,-25.844851,-0.012802,0.184979,0.052566,0.173660,-0.263107,0.968155,0.268123,-0.098162,0.410727
9.648409,0.924792,-0.164218,-0.244069,-0.241795,-12.657141,-32.062252,-25.663733,-0.016753,0.185514,0.053754,0.167938,-0.264038,0.963577,0.266823,-0.095352,0.412232
9.658436,0.926156,-0.160704,-0.243544,-0.239455,-12.308643,-31.875967,-25.473957,-0.012380,0.194863,0.051678,0.144196,-0.245209,0.959152,0.265420,-0.092853,0.413705
9.668463,0.927500,-0.157198,-0.242968,-0.237155,-11.960746,-31.686163,-25.288855,-0.004794,0.202814,0.047276,0.123352,-0.216888,0.942963,0.264041,-0.090520,0.415104
9.678491,0.928817,-0.153610,-0.242294,-0.235031,-11.598434,-31.486666,-25.129332,0.000384,0.209842,0.044185,0.104279,-0.195007,0.925217,0.262633,-0.088180,0.416498
9.688519,0.930075,-0.149875,-0.241644,-0.233129,-11.208924,-31.290243,-25.003529,0.001248,0.214740,0.043269,0.090622,-0.186142,0.921204,0.261150,-0.085729,0.417941
9.698545,0.931277,-0.145966,-0.240952,-0.231522,-10.787956,-31.089420,-24.921764,-0.003721,0.217319,0.045345,0.081131,-0.190552,0.919891,0.259687,-0.083061,0.419388
9.708572,0.932456,-0.141844,-0.240156,-0.230162,-10.334332,-30.874825,-24.878225,-0.005763,0.212907,0.044080,0.087814,-0.188934,0.924042,0.258188,-0.080149,0.420879
9.718599,0.933660,-0.137589,-0.239244,-0.228807,-9.867278,-30.644388,-24.838198,-0.005797,0.199707,0.039917,0.113464,-0.182159,0.927841,0.256582,-0.076989,0.422449
9.728626,0.934806,-0.133284,-0.238523,-0.227430,-9.391165,-30.435701,-24.796080,-0.006989,0.194191,0.037958,0.122574,-0.178375,0.935120,0.254854,-0.073721,0.424074
9.738653,0.935872,-0.128754,-0.238084,-0.226106,-8.879027,-30.255514,-24.767948,-0.003301,0.197739,0.034650,0.113739,-0.163605,0.944489,0.253286,-0.070348,0.425586
9.748681,0.936930,-0.123779,-0.237624,-0.224989,-8.305151,-30.064266,-24.780111,0.005659,0.201282,0.028088,0.104538,-0.134232,0.940872,0.251929,-0.066665,0.426981
