
time,qw,qx,qy,qz,roll,pitch,yaw,hfbx,hfby,hfbz,ax,ay,az,hgx,hgy,hgz
4.745131,0.054610,-0.398142,0.010101,-0.915774,-5.187520,-46.728447,-170.937195,0.008464,0.039999,-0.005454,0.639526,-0.041000,0.691757,0.367182,-0.031580,0.338208
4.755158,0.054794,-0.394269,0.009552,-0.917443,-5.038042,-46.252316,-171.016098,0.016171,0.019977,-0.015421,0.627823,-0.015518,0.638275,0.364057,-0.030993,0.341625
4.765185,0.055115,-0.391875,0.009003,-0.918455,-4.928517,-45.959343,-171.045395,0.005697,0.003305,-0.005678,0.677200,-0.042114,0.654907,0.361196,-0.030367,0.344704
4.775212,0.055771,-0.390658,0.008637,-0.918936,-4.891619,-45.808731,-170.990631,-0.001732,-0.017107,0.000322,0.755127,-0.063660,0.679749,0.359423,-0.029867,0.346596
4.785240,0.056076,-0.389417,0.008713,-0.919444,-4.898328,-45.652851,-170.961655,0.007660,-0.017957,-0.009437,0.802216,-0.038071,0.723587,0.358508,-0.029724,0.347555
4.795267,0.056015,-0.387376,0.009171,-0.920305,-4.923630,-45.396252,-170.977966,0.014747,0.014220,-0.013912,0.757294,-0.020889,0.781418,0.357559,-0.029848,0.348521
4.805294,0.055831,-0.384975,0.009857,-0.921316,-4.968581,-45.094112,-171.004898,0.016474,0.006249,-0.016213,0.743897,-0.014893,0.750122,0.355990,-0.030139,0.350099
4.815321,0.055420,-0.382247,0.010696,-0.922467,-5.016059,-44.751568,-171.062241,0.011904,0.003689,-0.011658,0.731064,-0.028946,0.737350,0.354134,-0.030575,0.351941
4.825349,0.054825,-0.379365,0.011749,-0.923678,-5.081490,-44.389641,-171.136475,-0.004616,0.005403,0.005064,0.718353,-0.078217,0.738281,0.352017,-0.031051,0.354017
4.835375,0.054275,-0.377164,0.012680,-0.924600,-5.144628,-44.112942,-171.199799,-0.011213,-0.018799,0.009340,0.724304,-0.092255,0.683838,0.349767,-0.031651,0.356187
4.845403,0.053849,-0.375704,0.013474,-0.925207,-5.208865,-43.928265,-171.240524,-0.009930,-0.034855,0.006522,0.725342,-0.085388,0.647995,0.348037,-0.032195,0.357830
4.855430,0.053482,-0.374065,0.014404,-0.925879,-5.293396,-43.720219,-171.267654,-0.003722,-0.028898,0.000964,0.734070,-0.071976,0.676178,0.346879,-0.032697,0.358908
4.865457,0.053070,-0.372144,0.015411,-0.926660,-5.381197,-43.477222,-171.301895,-0.000207,-0.017305,-0.001404,0.706909,-0.064194,0.687195,0.345569,-0.033342,0.360111
4.875484,0.052765,-0.370116,0.016342,-0.927473,-5.462038,-43.221550,-171.326996,-0.004043,-0.018207,0.002134,0.680069,-0.073181,0.664185,0.344033,-0.034031,0.361515
4.885511,0.052430,-0.367846,0.017059,-0.928382,-5.505628,-42.938602,-171.372971,-0.009799,-0.008702,0.008412,0.665848,-0.090958,0.681549,0.342411,-0.034686,0.362990
4.895539,0.052032,-0.365904,0.017471,-0.929164,-5.507602,-42.699326,-171.439697,-0.022101,0.010194,0.021626,0.626099,-0.124634,0.698593,0.340607,-0.035124,0.364641
4.905566,0.051575,-0.363922,0.017715,-0.929962,-5.481766,-42.457302,-171.524796,-0.020612,0.013943,0.020436,0.625992,-0.122864,0.715195,0.339076,-0.035272,0.366053
4.915593,0.051025,-0.361567,0.017853,-0.930909,-5.429506,-42.171288,-171.634613,-0.001779,0.012119,0.002796,0.650177,-0.076096,0.743469,0.337520,-0.035244,0.367490
4.925620,0.050628,-0.359663,0.017883,-0.931667,-5.379233,-41.940739,-171.720062,-0.001897,-0.006773,0.001081,0.678543,-0.074097,0.726196,0.335675,-0.035068,0.369195
4.935647,0.050613,-0.358673,0.017776,-0.932051,-5.346240,-41.820801,-171.743530,-0.008099,-0.026375,0.004822,0.717880,-0.089584,0.715759,0.334181,-0.034870,0.370566
4.945674,0.051041,-0.358524,0.017456,-0.932091,-5.321288,-41.802986,-171.701859,-0.004112,-0.033532,0.000557,0.735413,-0.078308,0.715530,0.333402,-0.034722,0.371281
4.955702,0.051788,-0.359452,0.016846,-0.931704,-5.290720,-41.917561,-171.613281,-0.005312,-0.037270,0.001298,0.737259,-0.080460,0.707047,0.333286,-0.034570,0.371399
4.965729,0.052718,-0.361338,0.015838,-0.930940,-5.230062,-42.151836,-171.505035,-0.011207,-0.033355,0.007010,0.725052,-0.095764,0.703476,0.334030,-0.034311,0.370754
4.975756,0.053497,-0.362973,0.014953,-0.930274,-5.174613,-42.355442,-171.415680,-0.005617,-0.015131,0.003718,0.715164,-0.083466,0.740814,0.335549,-0.033794,0.369428
4.985783,0.053970,-0.363814,0.014267,-0.929928,-5.116941,-42.462048,-171.372009,0.007070,0.009519,-0.005605,0.710388,-0.052383,0.807022,0.336864,-0.033329,0.368271
4.995810,0.054200,-0.364321,0.013733,-0.929724,-5.061719,-42.527782,-171.360519,0.010519,0.004607,-0.009245,0.716553,-0.040527,0.795120,0.337551,-0.032902,0.367679
5.005837,0.054398,-0.364823,0.013367,-0.929521,-5.028814,-42.591534,-171.344345,0.002902,0.004031,-0.002313,0.708176,-0.060898,0.782272,0.337974,-0.032514,0.367324
5.015865,0.054809,-0.365779,0.013092,-0.929126,-5.029207,-42.708889,-171.284897,-0.001039,-0.011896,-0.000088,0.724793,-0.068848,0.749313,0.338384,-0.032270,0.366969
5.025891,0.055298,-0.367201,0.012939,-0.928538,-5.060273,-42.881790,-171.199600,-0.003632,-0.029466,0.000772,0.744110,-0.073029,0.713898,0.339137,-0.032212,0.366278
5.035919,0.055603,-0.368866,0.013046,-0.927857,-5.123406,-43.083199,-171.121841,-0.002168,-0.011406,0.001010,0.718887,-0.071350,0.737122,0.340244,-0.032320,0.365240
5.045946,0.055847,-0.371213,0.013199,-0.926904,-5.202837,-43.368198,-171.038483,0.003020,0.003703,-0.002502,0.699753,-0.059265,0.757004,0.341530,-0.032615,0.364011
5.055973,0.055923,-0.374404,0.013504,-0.925611,-5.311783,-43.756424,-170.955246,0.003997,0.004012,-0.003423,0.696014,-0.056641,0.746323,0.343342,-0.032965,0.362270
5.066001,0.055755,-0.378234,0.014099,-0.924054,-5.462864,-44.222294,-170.877884,-0.000529,0.019493,0.002320,0.687256,-0.073410,0.773697,0.345797,-0.033437,0.359883
5.076027,0.055374,-0.382767,0.014923,-0.922195,-5.651279,-44.774506,-170.802826,0.002704,0.018017,-0.000920,0.699188,-0.065659,0.769547,0.348722,-0.034117,0.356984
5.086054,0.054764,-0.387709,0.016006,-0.920147,-5.875814,-45.377068,-170.734589,0.010879,0.005724,-0.010271,0.728027,-0.041824,0.747788,0.352159,-0.034957,0.353510
5.096082,0.053893,-0.392862,0.017410,-0.917985,-6.140468,-46.005444,-170.676483,0.006859,-0.001876,-0.007174,0.761139,-0.055466,0.742264,0.355872,-0.035961,0.349669
5.106109,0.052779,-0.398167,0.018966,-0.915731,-6.420191,-46.654278,-170.637100,0.002523,-0.002272,-0.002870,0.770233,-0.071060,0.733307,0.359703,-0.037155,0.345600
5.116136,0.051543,-0.403674,0.020721,-0.913349,-6.731612,-47.328766,-170.592926,0.002498,-0.008762,-0.003646,0.770874,-0.070923,0.698563,0.363613,-0.038383,0.341348
5.126163,0.050078,-0.409533,0.022781,-0.910769,-7.088629,-48.047474,-170.548569,0.003300,-0.002206,-0.003862,0.765045,-0.071808,0.694809,0.367627,-0.039732,0.336862
5.136191,0.048399,-0.415926,0.025054,-0.907899,-7.484235,-48.834549,-170.501480,0.002485,0.005735,-0.002071,0.747543,-0.077286,0.683106,0.371850,-0.041256,0.332008
5.146217,0.046645,-0.422959,0.027541,-0.904663,-7.933773,-49.703030,-170.424072,-0.000911,-0.007878,0.000016,0.764099,-0.087082,0.642075,0.376406,-0.042877,0.326623
5.156245,0.044905,-0.430324,0.030165,-0.901188,-8.427442,-50.614708,-170.311096,-0.004654,-0.015988,0.003310,0.787537,-0.100937,0.619843,0.381351,-0.044644,0.320591
5.166272,0.043318,-0.437436,0.032775,-0.897744,-8.937615,-51.496651,-170.164871,-0.004438,-0.013230,0.003500,0.802795,-0.105835,0.617767,0.386448,-0.046508,0.314157
5.176299,0.041839,-0.443897,0.034972,-0.894554,-9.382459,-52.302799,-170.037399,-0.003721,-0.008457,0.003400,0.799362,-0.107590,0.607040,0.391286,-0.048372,0.307821
5.186326,0.040481,-0.449512,0.036498,-0.891747,-9.708202,-53.010681,-169.959534,-0.002518,0.008645,0.004726,0.764542,-0.108063,0.604996,0.395627,-0.049857,0.301977
5.196354,0.039199,-0.454903,0.037536,-0.889023,-9.957237,-53.696793,-169.909164,0.002983,0.026890,0.000584,0.745270,-0.096115,0.619507,0.399374,-0.050744,0.296851
5.206381,0.037978,-0.460806,0.038299,-0.885998,-10.188237,-54.452843,-169.847519,0.006075,0.029390,-0.003231,0.747864,-0.087250,0.612534,0.402948,-0.051202,0.291899
5.216407,0.036864,-0.467928,0.038772,-0.882284,-10.430157,-55.369381,-169.740570,0.004800,0.009958,-0.005029,0.769180,-0.085403,0.565018,0.406819,-0.051433,0.286435
5.226435,0.035749,-0.476658,0.038999,-0.877636,-10.701849,-56.498882,-169.582489,0.002940,-0.010083,-0.006177,0.794052,-0.085037,0.516693,0.411416,-0.051457,0.279785
5.236462,0.034467,-0.487071,0.039136,-0.871946,-11.028373,-57.854607,-169.375275,0.000189,-0.016166,-0.003343,0.816925,-0.092758,0.494812,0.416938,-0.051267,0.271523
5.246489,0.032865,-0.498435,0.039120,-0.865563,-11.361863,-59.348267,-169.174347,-0.005521,-0.015953,0.005832,0.825714,-0.112503,0.473877,0.423350,-0.050912,0.261477
5.256517,0.030973,-0.509256,0.038755,-0.859328,-11.596362,-60.789669,-169.066467,-0.010401,-0.015635,0.014737,0.849457,-0.132599,0.458847,0.430141,-0.050242,0.250279
5.266544,0.029097,-0.518995,0.037946,-0.853583,-11.706049,-62.104458,-169.044601,-0.006370,-0.020559,0.007397,0.877838,-0.115433,0.435089,0.436417,-0.049076,0.239403
5.276570,0.027373,-0.527687,0.037001,-0.848336,-11.759125,-63.289043,-169.054947,-0.002130,-0.008505,0.002342,0.892227,-0.101196,0.444000,0.441901,-0.047491,0.229451
5.286597,0.025725,-0.535726,0.036055,-0.843375,-11.790518,-64.393143,-169.080566,0.001366,0.030011,0.003473,0.891525,-0.099503,0.509247,0.446643,-0.045834,0.220423
5.296625,0.024184,-0.544111,0.034925,-0.838084,-11.821050,-65.551254,-169.082870,0.007224,0.044574,-0.006075,0.882202,-0.072662,0.515915,0.450890,-0.044189,0.211943
5.306652,0.022765,-0.553405,0.033827,-0.832061,-11.944828,-66.837692,-168.984314,0.008353,0.027247,-0.013037,0.901703,-0.054993,0.462830,0.455166,-0.042429,0.202970
5.316679,0.021376,-0.563672,0.033110,-0.825207,-12.260246,-68.260361,-168.723297,0.002526,0.016163,-0.002607,0.927780,-0.076431,0.425171,0.459697,-0.040744,0.192844
5.326706,0.020140,-0.575128,0.032788,-0.817309,-12.857583,-69.850090,-168.200851,0.000200,0.003168,0.000175,0.966812,-0.082352,0.384781,0.464438,-0.039371,0.181424
5.336734,0.019147,-0.587982,0.032787,-0.808137,-13.843843,-71.637779,-167.296433,-0.001613,-0.016072,0.000833,0.997788,-0.083450,0.321976,0.469397,-0.038381,0.168400
5.346760,0.018552,-0.601942,0.032878,-0.797804,-15.312333,-73.585747,-165.886139,-0.005763,-0.028690,0.010762,1.018265,-0.104980,0.265381,0.474542,-0.037755,0.153452
5.356788,0.018613,-0.616062,0.032832,-0.786952,-17.351845,-75.557892,-163.842423,-0.009267,-0.038217,0.022038,1.060623,-0.132782,0.215744,0.479622,-0.037397,0.136835
5.366815,0.019468,-0.629126,0.032588,-0.776537,-20.007032,-77.372025,-161.105911,-0.007918,-0.034612,0.021252,1.096695,-0.133698,0.190842,0.484200,-0.037304,0.119639
5.376842,0.020750,-0.640279,0.032421,-0.767340,-23.211748,-78.895287,-157.795074,-0.003467,-0.019189,0.009392,1.088196,-0.105103,0.186981,0.487905,-0.037554,0.103388
5.386869,0.021818,-0.649256,0.032575,-0.759721,-26.689846,-80.092216,-154.257050,0.003695,0.026143,-0.009134,1.067871,-0.062607,0.252777,0.490638,-0.038164,0.089241
5.396897,0.022307,-0.656600,0.032973,-0.753351,-30.220390,-81.051544,-150.735153,0.007785,0.061068,-0.018778,1.028595,-0.040466,0.294846,0.492543,-0.038914,0.077652
5.406924,0.022262,-0.663110,0.033721,-0.747595,-34.050056,-81.879379,-146.989059,0.005708,0.054312,-0.009917,0.995575,-0.058960,0.250137,0.493914,-0.039487,0.068035
5.416951,0.021850,-0.669470,0.035033,-0.741856,-38.764320,-82.643951,-142.439545,0.001647,0.029187,0.005917,0.990921,-0.092102,0.178497,0.494986,-0.039972,0.059393
5.426978,0.021087,-0.676311,0.036863,-0.735558,-45.091434,-83.402336,-136.357346,0.000277,0.011856,0.006772,1.001785,-0.095901,0.126923,0.495885,-0.040617,0.050827
5.437005,0.020049,-0.683713,0.038984,-0.728602,-53.626850,-84.123970,-128.123352,0.000601,0.006395,-0.000817,0.988632,-0.080719,0.095413,0.496689,-0.041376,0.041490
5.447033,0.019042,-0.691066,0.041181,-0.721536,-64.193413,-84.678665,-117.865654,0.000708,0.006555,-0.002434,0.965698,-0.077011,0.073502,0.497373,-0.042112,0.031263
5.457060,0.018035,-0.697620,0.043242,-0.715106,-75.246391,-84.993240,-107.097763,0.000796,0.013994,0.009698,0.906860,-0.095901,0.063904,0.497845,-0.042873,0.020977
5.467086,0.016769,-0.703104,0.044783,-0.709650,-85.225403,-85.145782,-97.365395,0.002141,0.033271,0.032562,0.844086,-0.129807,0.077133,0.498092,-0.043504,0.011702
5.477114,0.015320,-0.707496,0.045562,-0.705253,-93.498199,-85.227013,-89.278687,0.003561,0.044708,0.044798,0.820038,-0.146973,0.081497,0.498207,-0.043571,0.003884
5.487141,0.013916,-0.710330,0.045837,-0.702411,-99.005974,-85.281418,-83.907852,0.002488,0.027006,0.033168,0.878510,-0.135010,0.044037,0.498266,-0.042972,-0.002383
5.497168,0.012375,-0.711313,0.045898,-0.701440,-101.138878,-85.379837,-81.909317,0.000917,0.008444,0.015790,0.957184,-0.111359,0.003983,0.498305,-0.042081,-0.006426
5.507196,0.010590,-0.710920,0.045837,-0.701871,-100.708969,-85.544113,-82.490120,0.000400,0.002594,0.011866,0.971558,-0.103180,-0.010178,0.498375,-0.040997,-0.007829
5.517222,0.008850,-0.710505,0.045670,-0.702326,-100.199852,-85.713806,-83.138344,-0.000889,-0.013705,0.013918,0.969147,-0.104416,-0.040939,0.498489,-0.039700,-0.007265
5.527249,0.007584,-0.711638,0.045547,-0.701201,-102.830513,-85.797791,-80.605431,-0.002002,-0.028799,0.016004,0.972717,-0.106323,-0.069641,0.498602,-0.038363,-0.006660
5.537277,0.006943,-0.714917,0.045654,-0.697858,-109.707649,-85.700760,-73.771034,-0.002111,-0.032390,0.018980,0.997070,-0.112961,-0.081894,0.498656,-0.037335,-0.008260
5.547304,0.006912,-0.720154,0.046004,-0.692429,-119.381218,-85.326721,-64.082733,-0.002234,-0.034609,0.012416,1.027817,-0.101730,-0.098663,0.498593,-0.036824,-0.012947
5.557331,0.007522,-0.726655,0.046506,-0.685565,-128.949326,-84.646980,-54.447155,-0.003018,-0.040972,0.000257,1.030365,-0.076691,-0.127914,0.498338,-0.036832,-0.020494
5.567359,0.008743,-0.733574,0.047162,-0.678096,-136.426468,-83.742729,-46.871155,-0.003518,-0.041632,-0.006562,1.020798,-0.062973,-0.147766,0.497819,-0.037349,-0.029944
5.577385,0.010162,-0.739728,0.048048,-0.671295,-141.222626,-82.827309,-41.997189,-0.001691,-0.021014,-0.000842,1.005157,-0.075928,-0.124039,0.497021,-0.038394,-0.040109
5.587413,0.011368,-0.744234,0.049056,-0.666202,-143.837738,-82.097839,-39.346596,0.000463,0.011445,-0.004575,0.978592,-0.069382,-0.074478,0.496087,-0.039771,-0.049260
5.597440,0.012192,-0.747604,0.049910,-0.662339,-145.518097,-81.539566,-37.657471,0.001134,0.026964,-0.009772,0.943405,-0.059692,-0.055222,0.495252,-0.041141,-0.056046
5.607467,0.012832,-0.751376,0.050384,-0.658009,-147.472717,-80.942360,-35.678337,0.000120,0.022748,-0.014712,0.905731,-0.050171,-0.070160,0.494559,-0.042172,-0.061158
5.617494,0.013397,-0.756493,0.050551,-0.652095,-150.062317,-80.149185,-33.044403,-0.001666,0.009861,-0.018618,0.907837,-0.044189,-0.104660,0.493765,-0.042795,-0.066860
5.627521,0.013732,-0.762978,0.050611,-0.644484,-153.032211,-79.132187,-30.040346,0.000103,0.000251,0.000537,0.937470,-0.083054,-0.141464,0.492628,-0.043099,-0.074592
5.637548,0.013930,-0.770731,0.050518,-0.635196,-156.086075,-77.883629,-26.952873,0.000253,-0.015486,0.009374,0.951904,-0.102188,-0.194519,0.491032,-0.043095,-0.084452
5.647575,0.014235,-0.779379,0.050349,-0.624562,-158.850937,-76.435883,-24.142468,-0.002410,-0.029556,0.000909,0.974518,-0.087250,-0.253113,0.488862,-0.042826,-0.096332
5.657602,0.014738,-0.788369,0.050272,-0.613171,-161.111526,-74.868118,-21.830925,-0.001951,-0.019156,-0.001216,1.029861,-0.087463,-0.274597,0.486054,-0.042541,-0.109719
5.667629,0.015379,-0.797336,0.050257,-0.601450,-162.918213,-73.249580,-19.969757,-0.000151,0.004936,-0.002280,1.049316,-0.087158,-0.258072,0.482664,-0.042445,-0.123804
5.677656,0.016173,-0.805797,0.050257,-0.590044,-164.297485,-71.674545,-18.526695,-0.001226,0.008777,-0.006955,1.023361,-0.075394,-0.275543,0.478785,-0.042489,-0.138022
5.687684,0.016966,-0.813501,0.050365,-0.579344,-165.341705,-70.200592,-17.428617,-0.002559,-0.000587,-0.007848,0.990555,-0.071854,-0.317642,0.474643,-0.042686,-0.151586
5.697711,0.017470,-0.820540,0.050777,-0.569278,-166.186249,-68.820999,-16.579931,-0.002149,0.010559,-0.008927,0.968460,-0.069122,-0.314865,0.470442,-0.042981,-0.164073
5.707738,0.017684,-0.827094,0.051510,-0.559640,-166.900513,-67.507141,-15.912623,-0.003554,0.024039,-0.015355,0.956268,-0.055557,-0.308334,0.466228,-0.043241,-0.175618
5.717765,0.017668,-0.833494,0.052425,-0.549977,-167.559998,-66.198883,-15.335088,-0.005649,0.020411,-0.018750,0.923386,-0.047028,-0.329407,0.461964,-0.043453,-0.186490
5.727792,0.017561,-0.840159,0.053432,-0.539645,-168.204056,-64.809639,-14.789557,-0.007126,0.006109,-0.017879,0.885651,-0.046799,-0.368973,0.457476,-0.043559,-0.197214
5.737819,0.017516,-0.847124,0.054393,-0.528548,-168.822113,-63.327423,-14.262870,-0.002627,-0.010783,-0.003446,0.835709,-0.073410,-0.407288,0.452449,-0.043589,-0.208475
5.747846,0.017592,-0.854285,0.055033,-0.516825,-169.424377,-61.774654,-13.716667,-0.001655,-0.030328,0.002644,0.780182,-0.081451,-0.445984,0.446793,-0.043587,-0.220330
5.757875,0.017653,-0.861668,0.055292,-0.504389,-170.043869,-60.143982,-13.124143,-0.002575,-0.046844,0.003878,0.726013,-0.079315,-0.476028,0.440547,-0.043471,-0.232583
5.767901,0.017774,-0.869256,0.055337,-0.491186,-170.641144,-58.426163,-12.532337,-0.001200,-0.038479,0.004640,0.708817,-0.079636,-0.477112,0.433640,-0.043099,-0.245280
5.777928,0.017958,-0.876462,0.055460,-0.478189,-171.145126,-56.744907,-12.035802,-0.000135,-0.015293,0.002301,0.755325,-0.080475,-0.490677,0.425983,-0.042632,-0.258420
5.787955,0.017867,-0.882523,0.055904,-0.466856,-171.554443,-55.288094,-11.683581,-0.000189,0.020105,-0.003426,0.821625,-0.075195,-0.486511,0.418119,-0.042259,-0.271013
5.797982,0.017089,-0.887137,0.056668,-0.457964,-171.937347,-54.156242,-11.441615,-0.002425,0.044978,-0.010223,0.849228,-0.062256,-0.475403,0.411013,-0.041867,-0.281726
5.808009,0.015533,-0.890339,0.057692,-0.451632,-172.326630,-53.361652,-11.279871,-0.004788,0.044276,-0.012970,0.830200,-0.053345,-0.488602,0.405308,-0.041112,-0.289977
5.818038,0.013321,-0.892118,0.059142,-0.447989,-172.694717,-52.915115,-11.229359,-0.003247,0.031291,-0.008624,0.813797,-0.060059,-0.524338,0.401209,-0.039885,-0.295788
5.828064,0.010681,-0.892313,0.061157,-0.447400,-172.988388,-52.857430,-11.334336,-0.001705,0.025927,-0.005600,0.829224,-0.065735,-0.556809,0.398872,-0.038379,-0.299128
5.838091,0.007889,-0.891196,0.063628,-0.449336,-173.189880,-53.119511,-11.579555,0.002720,0.017927,0.001410,0.841156,-0.081497,-0.586304,0.398568,-0.036892,-0.299719
5.848118,0.005035,-0.889597,0.066024,-0.452191,-173.377701,-53.501328,-11.834814,0.005313,-0.011207,0.008468,0.811432,-0.094147,-0.633621,0.399945,-0.035621,-0.298035
5.858145,0.002472,-0.888839,0.067963,-0.453414,-173.607346,-53.676758,-11.986828,0.006760,-0.049104,0.014901,0.743408,-0.100769,-0.669342,0.401935,-0.034335,-0.295498
5.868172,0.000519,-0.889472,0.069321,-0.451969,-173.868851,-53.509537,-12.010766,0.008497,-0.061548,0.018527,0.707428,-0.102905,-0.666275,0.402844,-0.033012,-0.294409
5.878200,-0.000854,-0.891445,0.070113,-0.447943,-174.159607,-53.011185,-11.913491,0.004404,-0.054537,0.011849,0.711258,-0.084854,-0.654892,0.401978,-0.031793,-0.295724
5.888227,-0.001480,-0.895756,0.070172,-0.439250,-174.517120,-51.917992,-11.634071,0.010155,-0.041737,0.017822,0.711914,-0.097366,-0.633698,0.399376,-0.030645,-0.299347
5.898254,-0.000763,-0.902908,0.069677,-0.424442,-174.843658,-50.046940,-11.238165,0.017924,-0.040993,0.026911,0.664337,-0.112076,-0.613190,0.393564,-0.029497,-0.307058
5.908281,-0.001861,-0.894720,0.069232,-0.441510,-174.592514,-52.214760,-11.505406,0.013600,-0.004960,0.016745,0.720947,-0.095901,-0.613937,0.383285,-0.028885,-0.319848
5.918308,-0.002502,-0.886783,0.068944,-0.457282,-174.251526,-54.229549,-11.841548,0.015221,0.001200,0.019603,0.780975,-0.106247,-0.599915,0.395156,-0.028901,-0.305066
5.928335,-0.002792,-0.878612,0.069035,-0.472778,-173.774765,-56.218292,-12.318398,0.011636,-0.033183,0.019572,0.772965,-0.104401,-0.636566,0.405683,-0.029308,-0.290887
5.938362,-0.000564,-0.887899,0.070405,-0.454896,-173.865479,-53.889580,-12.193116,-0.004686,-0.052699,-0.001290,0.826843,-0.056717,-0.686462,0.415581,-0.030185,-0.276473
5.948391,0.000549,-0.894154,0.072486,-0.442134,-173.905640,-52.240868,-12.264668,-0.015249,-0.036108,-0.017133,0.848297,-0.019165,-0.714600,0.403941,-0.031526,-0.293070
5.958417,0.000671,-0.897914,0.075070,-0.434004,-173.926758,-51.196144,-12.474723,-0.025186,-0.072635,-0.024933,0.773300,0.006516,-0.800140,0.395296,-0.032540,-0.304517
5.968444,0.000381,-0.900303,0.077804,-0.428538,-173.926758,-50.494946,-12.749323,-0.026469,-0.118248,-0.020504,0.687363,0.000687,-0.891312,0.389648,-0.033184,-0.311640
5.978471,0.000473,-0.902825,0.080213,-0.422750,-173.904236,-49.752602,-12.987933,-0.021570,-0.173428,-0.007837,0.559677,-0.026337,-0.957581,0.385784,-0.033685,-0.316355
5.988498,0.001831,-0.907133,0.081737,-0.413125,-173.864319,-48.522758,-13.069745,-0.012040,-0.217333,0.008926,0.444428,-0.065537,-0.996246,0.381631,-0.034337,-0.321283
5.998525,0.004867,-0.913932,0.080831,-0.398021,-173.884750,-46.613895,-12.749666,-0.004126,-0.252508,0.022471,0.328720,-0.094589,-1.002548,0.374609,-0.035429,-0.329324
6.008553,0.007720,-0.907003,0.080341,-0.413621,-173.030334,-48.509853,-13.272326,-0.017877,-0.293114,0.012408,0.209290,-0.059570,-1.105728,0.363371,-0.036620,-0.341556
6.018580,0.010420,-0.899673,0.080035,-0.429332,-172.115433,-50.430080,-13.890050,-0.001702,-0.120288,0.012778,0.655151,-0.109848,-0.946823,0.374535,-0.040233,-0.328858
6.028607,0.013456,-0.892259,0.079991,-0.444459,-171.065765,-52.278328,-14.642813,-0.029970,-0.223418,-0.005639,0.366272,-0.028397,-0.821548,0.385424,-0.043736,-0.315566
6.038634,0.018002,-0.899753,0.081880,-0.428564,-170.788406,-50.197437,-14.727293,-0.012306,-0.082741,-0.003083,0.726181,-0.079010,-0.778168,0.395496,-0.047559,-0.302275
6.048661,0.020506,-0.904818,0.084252,-0.417172,-170.639893,-48.718212,-14.890424,0.004529,-0.054635,0.014372,0.609009,-0.114288,-0.626358,0.384127,-0.051289,-0.316009
6.058688,0.021666,-0.909248,0.086772,-0.406836,-170.655853,-47.397701,-15.017030,-0.023109,-0.219369,0.009516,0.327927,-0.068359,-0.779556,0.375737,-0.053702,-0.325547
6.068716,0.022566,-0.913464,0.089639,-0.396594,-170.686142,-46.095951,-15.184296,-0.024992,-0.259623,0.015214,0.258057,-0.076996,-0.889984,0.368035,-0.055002,-0.334015
6.078743,0.023756,-0.918047,0.092262,-0.385177,-170.729340,-44.655045,-15.297299,-0.024002,-0.286736,0.021792,0.192459,-0.090866,-0.983627,0.360251,-0.056164,-0.342204
6.088770,0.026150,-0.923532,0.094684,-0.371064,-170.696137,-42.876972,-15.372829,-0.025995,-0.292542,0.021765,0.163223,-0.092819,-1.052643,0.351418,-0.057346,-0.351075
6.098797,0.029308,-0.929213,0.097153,-0.355690,-170.590958,-40.944645,-15.462286,-0.028690,-0.243825,0.012981,0.259415,-0.086960,-1.060028,0.340213,-0.059285,-0.361628
6.108824,0.032436,-0.934184,0.099384,-0.341497,-170.468048,-39.167828,-15.548162,-0.007522,-0.204668,0.027325,0.276642,-0.133072,-0.920593,0.327665,-0.061790,-0.372625
6.118851,0.035047,-0.937646,0.101525,-0.330955,-170.316391,-37.844475,-15.690848,0.007567,-0.159375,0.033030,0.316422,-0.160294,-0.845947,0.315797,-0.064241,-0.382328
6.128878,0.036636,-0.939510,0.103697,-0.324761,-170.180389,-37.058853,-15.900004,-0.005036,-0.122395,0.016930,0.383469,-0.136047,-0.869492,0.306760,-0.066462,-0.389241
6.138906,0.037307,-0.940421,0.105956,-0.321301,-170.088455,-36.613255,-16.148005,-0.005906,-0.130117,0.018009,0.343048,-0.132645,-0.845871,0.301318,-0.068096,-0.393188
6.148933,0.037353,-0.941152,0.107360,-0.318677,-170.095917,-36.286690,-16.273035,-0.001663,-0.206057,0.034773,0.179871,-0.143478,-0.841614,0.298205,-0.069128,-0.395374
6.158960,0.038345,-0.942692,0.108809,-0.313473,-170.050537,-35.638733,-16.378525,-0.016082,-0.312383,0.042590,-0.049423,-0.134750,-1.007004,0.295913,-0.069368,-0.397050
6.168987,0.039595,-0.945171,0.111019,-0.304966,-170.034241,-34.589890,-16.513371,0.002545,-0.237592,0.043556,0.123901,-0.186890,-1.026703,0.291336,-0.070256,-0.400264
6.179014,0.041469,-0.949314,0.112476,-0.290999,-170.117569,-32.899773,-16.443239,-0.015054,-0.202949,0.025142,0.160660,-0.118805,-0.862808,0.283849,-0.071281,-0.405428
6.189041,0.044181,-0.954619,0.113488,-0.272256,-170.225494,-30.648726,-16.248575,-0.030299,-0.258621,0.025186,0.023468,-0.084534,-0.839783,0.271586,-0.072097,-0.413600
6.199070,0.046880,-0.959940,0.114569,-0.251884,-170.354950,-28.219141,-16.046463,-0.054672,-0.268753,0.013454,-0.028183,-0.036270,-0.839035,0.254887,-0.073074,-0.423925
6.209096,0.048834,-0.964564,0.116219,-0.232331,-170.522247,-25.902739,-15.929486,-0.051671,-0.263240,0.016638,-0.057205,-0.045502,-0.897568,0.236423,-0.073860,-0.434357
