time,gx,gy,gz,ax,ay,az
0.0900439453125,-2.0318741294861886,1.0292305338586434,-0.9203311716707236,0.04881722240000963,0.15873122999332845,-0.007755436432361602
0.100072998046875,-1.567595008862334,0.0468238816073464,-1.063641773949108,0.10784648060426115,0.1227878830179572,-0.1679459983885288
0.11010205078125,-0.7426766706982225,1.7702108630434696,-0.6720132410925631,0.10049085714444518,0.08273359359242022,-0.2863730558484793
0.120130859375,0.8274832342800099,4.481774192310552,-0.2649087535568123,0.04149579347074032,0.07146854160390793,-0.37226036423146724
0.130159912109375,3.4193805287105583,6.135287858289769,0.0726122413244014,-0.01404649940058589,0.0151402129214257,-0.487969394904375
0.140188232421875,7.106987708769395,6.4304386884594145,0.29819818843695534,-0.04114318064078688,-0.03492686340920627,-0.6019838966190815
0.150217041015625,10.596096784942967,6.015856451123396,0.6377317212354758,0.02248012735545635,-0.046323067496716976,-0.677401833435893
0.16024609375,13.107830550323456,5.262453715385608,0.39046307846855854,0.0652580695912242,-0.08250504553355276,-0.6473866344004869
0.170275146484375,13.669097930274669,4.383500576758763,0.3044594975543001,0.07434592367112636,-0.035071167250722644,-0.5621989987194538
0.180303955078125,14.348067398871773,4.647798161786991,0.7792061765658904,0.12078911041617393,-0.014175897933915257,-0.5384101268529892
0.1903330078125,15.414246267932423,5.6951308313802835,0.5466317253029035,-0.026092764894664285,-0.027551220074668526,-0.5378682750612497
0.20036181640625,17.377273371245355,6.634767212574931,0.27032557381630845,-0.10408844324499368,-0.04760828500166535,-0.41964580026268955
0.210390869140625,20.47229163136659,8.685484553320716,0.08112323732951247,-0.08647051509842275,-0.04420249514617026,-0.4167074087232351
0.2204189453125,24.388978233545778,10.059705807722587,0.3697584805775756,0.03983355934694409,0.031721491496637465,-0.4266939652085304
0.230447998046875,27.165212782082303,11.040014684764191,1.3072094146812303,0.1131523319274187,0.060463236530125135,-0.41035891647934913
0.240476806640625,28.75459780194427,11.744727136343073,1.8910870686627126,0.04714344396889209,0.046209670250117775,-0.27761224176585675
0.250505859375,30.877724539402298,10.893115244963788,1.8791715902122137,0.024004852704703806,0.052200142836570734,-0.2435498131662607
0.260534912109375,32.80947279141115,10.800372375092417,1.6600705408607233,0.060196402287483214,0.07971227300986647,-0.23954642274379728
0.270563720703125,33.967719195388995,13.770667112100991,1.629139388874086,0.15336509985029698,0.10491992563307284,-0.18924129987359045
0.2805927734375,35.73221319009716,16.25484277172777,1.6174663821391226,0.17417795158065855,0.12290595643967389,-0.08772329163849353
0.2906220703125,39.12372996208865,15.414333352844341,1.525199917962359,0.09316913595423101,0.07880231855809688,0.02403086392879486
0.30064990234375,43.826793318884334,13.284587308306925,1.2690964255040302,0.041112931632995606,-0.08074614610224962,0.10846621993780135
0.310678955078125,49.65522937918258,13.043066696613396,1.3318879553695442,0.05637567495554685,-0.10773936696797609,0.1047434000223875
0.3207080078125,55.536975065952774,8.287986326646191,2.458215391252031,0.11838723690621554,0.17881255257874726,-0.08508242174088955
0.33073681640625,55.82252819967808,1.9432376974098755,0.5639759234830931,0.020074527518451214,0.03355623264312744,0.19026129057109356
0.340765869140625,53.599233322947235,-0.8687587077646316,-0.6205943497210906,0.016042422458156944,0.034371494548767804,0.28881401925981043
0.350794921875,48.69133942313204,-2.942814324656674,-1.5520771392331822,0.1027127709776163,0.1734505871541798,0.3913105171382427
0.360823974609375,43.489832766370924,-5.372242602991217,-1.5351551321210641,0.08860891536660492,0.1551211497373879,0.4645259754747152
0.37085302734375,39.841698957072886,-8.26552866465519,-1.2040259603332593,-0.020459142921864987,0.03235314046368003,0.44320787763595576
0.380880615234375,36.65172740711013,-8.735621556923194,-1.3334205857862715,-0.20921762771457433,-0.0653621144875884,0.3344686859756708
0.39090966796875,32.50922109059198,-8.30844957339955,-1.834498951389157,-0.16184965427480638,-0.007038081943243742,0.5039677590250968
0.400938720703125,25.515554757889557,-10.552682395031074,-1.6913104387421865,0.10392609229013323,0.15490210015922784,0.8593167359441518
0.410967529296875,18.248503273468206,-12.850237649739242,-0.523731488398026,0.34598690900765355,0.26928718875199553,1.159662787565589
0.420996826171875,11.026931457409033,-15.22468802789706,-0.32858684731267923,0.14879881484806537,0.2941699933350086,1.2676789256483316
0.43102587890625,6.399850113148336,-20.07309610268332,-0.9621046086345216,-0.05330846940465271,0.17871961359828709,1.2373264574825762
0.441054931640625,5.080010824918105,-27.89646137236033,-0.539619255459416,-0.10285919371098279,0.022943799344450233,1.0216717824578285
0.451083740234375,6.515811784216343,-35.57788506580072,0.5593323019819836,-0.059930152566730975,-0.1053759988375008,0.7299070966988801
0.46111181640625,9.423145837455738,-41.98337307322208,1.0311340222029612,0.0479340098246932,-0.11787468427419662,0.4042126688092947
0.471140625,11.25275629438987,-47.463985165132016,0.12017745859085203,-0.0067367609091103075,-0.1258965165577829,0.2826671870678663
0.481169677734375,11.261881427121008,-53.380701420452674,-0.7759712282202431,-0.17772168860211968,-0.07155439325645566,0.3463070078074932
0.491198974609375,10.350356823889664,-59.50430069063844,-0.7704917089586003,-0.2202477019034326,-0.028384382963180542,0.378954308912158
0.501227783203125,8.264937853291983,-65.89860084819931,-1.6894675683267524,-0.2156133201010525,-0.013006927219778298,0.3007622312068939
